year,month,day,event,isHoliday
1401,2,21,زادروز فرنگیس یگانگی بنیان‌گذار و نخستین مدیرعامل سازمان صنایع دستی ایران,0
1401,2,22,زادروز مریم میرزاخانی ریاضیدان ایرانی,0
1401,2,22,روز جهانی زن در ریاضیات (به افتخار روز تولد مریم میرزاخانی),0
1401,2,23,درگذشت ژوزف هانری دانشمند و فیزیکدان سرشناس آمریکایی,0
1401,2,24,زادروز پرویز مشکاتیان آهنگساز,0
1401,2,25,روز بزرگداشت فردوسی,0
1401,2,27,روز ارتباطات و روابط عمومی,0
1401,2,27,زادروز ادوارد جنر,0
1401,2,28,روز بزرگداشت حکیم عمر خیام,0
1401,2,28,روز جهانی موزه و میراث فرهنگی,0
1401,2,28,زادروز برتراند راسل ریاضی‌دان,0
1401,2,29,زادروز ناتانیل هاثورن نویسنده آمریکایی,0
1401,2,29,زادروز یوهان گوتلیب فیشته فیلسوف ایدئالیست آلمانی,0
1401,2,30,زادروز جان استوارت‌میل,0
1401,2,30,درگذشت کریستف کلمب,0
1401,3,1,روز بهره وری و بهینه سازی مصرف,0
1401,3,1,روز بزرگداشت ملاصدرا,0
1401,3,1,زادروز جلیل شهناز,0
1401,3,1,درگذشت ویکتور هوگو شاعر و رمان‌نویس فرانسوی,0
1401,3,2,درگذشت هنریک ایبسن شاعر,0
1401,3,3,فتح خرمشهر در عملیات بیت المقدس و روز مقاومت,0
1401,3,4,روز دزفول,0
1401,3,4,زادروز ریموند کارور,0
1401,3,5,شهادت امام جعفر صادق علیه السلام,0
1401,3,5,درگذشت هوشنگ سیحون معمار,0
1401,3,6,خرداد روز,0
1401,3,6,پل گلدن گیت,0
1401,3,6,درگذشت ارنست روسکا فیزیکدان آلمانی,0
1401,3,7,زادروز پاتریک وایت نویسنده اهل کشور استرالیا,0
1401,3,7,درگذشت ایلیا پریگوژین شیمی فیزیکدان روسی,0
1401,3,8,زادروز پیتر هیگز فیزیک‌دان انگلیسی,0
1401,3,8,درگذشت خوآن رامون خیمنس شاعر اسپانیایی,0
1401,3,9,درگذشت فرانسوا-ماری آروئه با نام مستعار وُلتر,0
1401,3,9,زادروز برایان کبیلکا شیمیدان آمریکایی,0
1401,3,10,ولادت حضرت معصومه سلام الله علیها و روز دختران,0
1401,3,10,درگذشت یوزف هایدن,0
1401,3,10,درگذشت اواریست گالوا ریاضی‌دان فرانسوی,0
1401,3,11,درگذشت هلن کلر,0
1401,3,11,درگذشت جان دیویی فیلسوف آمریکایی قرن بیستم,0
1401,3,12,زادروز توماس هاردی,0
1401,3,12,زادروز مارکی دو ساد نویسنده و فیلسوف فرانسوی,0
1401,3,13,زادروز آلن گینزبرگ شاعر آمریکایی,0
1401,3,14,رحلت حضرت امام خمینی,0
1401,3,14,درگذشت ماری کوری کاشف پولونیم و رادیوم,0
1401,3,14,درگذشت جاکومو کازانووا نویسنده ایتالیایی,0
1401,3,15,قیام 15 خرداد,0
1401,3,15,روز جهانی محیط زیست,0
1401,3,15,درگذشت شیخ بهایی دانشمند عصر صفوی,0
1401,3,16,زادروز کارل فردیناند برون مخترع,0
1401,3,16,درگذشت گرهارد هاوپتمان نمایشنامه‌نویس آلمانی,0
1401,3,17,زادروز فیلیپ لنارت فیزیکدان آلمانی مجاری‌تبار,0
1401,3,17,زادروز اورهان پاموک رمان‌نویس اهل کشور ترکیه,0
1401,3,18,زادروز فرانسیس کریک,0
1401,3,18,درگذشت ژرژ ساند رمان‌نویس,0
1401,3,19,زادروز برتا سوتنر رمان‌نویس,0
1401,3,19,درگذشت آدولف وینداوس شیمیدان,0
1401,3,20,روز جهانی صنایع دستی,0
1401,3,20,ولادت امام  رضا علیه السلام,0
1401,3,20,زادروز گوستاو کوربه نقاش فرانسوی,0
1401,3,21,زادروز ریشارد اشتراوس,0
1401,3,21,درگذشت کلمنس ونتسل فون مترنیخ سیاستمدار اتریشی,0
1401,3,22,روز جهانی مبارزه با کار کودکان,0
1401,3,22,زادروز اگون شیله نقاش اتریشی,0
1401,3,23,درگذشت ویلیام نولز شیمیدان آمریکایی,0
1401,3,23,زادروز جان فوربز نش ریاضیدان آمریکایی,0
1401,3,24,روز جهانی اهدای خون,0
1401,3,25,روز ملی گل وگیاه,0
1401,3,25,درگذشت وندل مردیت استنلی بیوشیمیست و ویروس‌شناس آمریکایی,0
1401,3,26,زادروز توران میرهادی استاد ادبیات کودک,0
1401,3,26,زادروز باربارا مک‌کلینتوک دانشمند آمریکایی,0
1401,3,27,روز جهاد کشاورزی,0
1401,3,27,روز جهانی بیابان زدایی,0
1401,3,27,درگذشت جلیل شهناز,0
1401,3,28,درگذشت پل کارر شیمیدان سوئیسی,0
1401,3,28,زادروز چارلز لاورن زیست‌شناس فرانسوی,0
1401,3,29,درگذشت دکتر علی شریعتی,0
1401,3,29,زادروز آنگ سان سو چی فعال سیاسی,0
1401,3,29,درگذشت ویلیام گلدینگ شاعر و رمان‌نویس بریتانیایی,0
1401,3,30,درگذشت ژرژ لومتر کشیش و فیزیکدان بلژیکی,0
1401,3,31,شهادت دکتر مصطفی چمران,0
1401,4,1,جشن آب پاشونک,0
1401,4,1,روز اصناف,0
1401,4,1,درگذشت ابن سینا فیلسوف,0
1401,4,1,درگذشت غیاث‌الدین جمشید کاشانی ریاضیدان و اخترشناس ایرانی,0
1401,4,2,زادروز آلن تورینگ,0
1401,4,3,درگذشت ابن سینا پزشک و فیلسوف ایرانی,0
1401,4,3,زادروز فرد هویل ستاره‌شناس بریتانیایی,0
1401,4,4,زادروز آنتونیو گائودی کُرنت معمار کاتالان,0
1401,4,5,روز جهانی مبارزه با مواد مخدر,0
1401,4,5,درگذشت میرزا احمد آشتیانی فقیه,0
1401,4,5,زادروز لرد کلوین,0
1401,4,6,درگذشت سوفی ژرمن ریاضی‌دان,0
1401,4,7,انفجار دفتر حزب جمهوری اسلامی و شهادت دکتر بهشتی و 72 نفر از اعضای حزب؛ روز قوه قضاییه,0
1401,4,7,زادروز ژان پی‌یر اوئل نقاش فرانسوی,0
1401,4,8,روز مبارزه با سلاح های شیمیایی و میکروبی,0
1401,4,8,شهادت امام محمد تقی علیه السلام,0
1401,4,8,زادروز آنتوان دو سنت‌اگزوپری نویسنده و خلبان فرانسوی,0
1401,4,8,درگذشت توماس هنری هاکسلی,0
1401,4,9,درگذشت جان استرات,0
1401,4,10,روز صنعت و معدن,0
1401,4,10,ژان ویکتور پونسله ریاضی‌دان و بنیادگذار هندسه تحلیلی اهل فرانسوی,0
1401,4,10,درگذشت لویی فردینان سلین نویسنده فرانسوی,0
1401,4,11,درگذشت کیخسرو شاهرخ,0
1401,4,11,درگذشت داگلاس انگلبارت مخترع آمریکایی موشواره,0
1401,4,13,تیر روز,0
1401,4,13,زادروز فرشید مثقالی مجسمه‌ساز,0
1401,4,14,روز قلم,0
1401,4,14,درگذشت آلبرشت کوسل زیست‌شناس آلمانی,0
1401,4,15,جشن خام خواری,0
1401,4,15,شهادت امام محمد باقر علیه السلام,0
1401,4,15,درگذشت ویلیام فاکنر,0
1401,4,15,زادروز دالایی لامای چهاردهم,0
1401,4,16,زادروز کامیلو گولگی زیست‌شناس ایتالیایی,0
1401,4,16,درگذشت یوهانا اشپیری نویسنده داستان‌های کودکان,0
1401,4,17,روز عرفه,0
1401,4,17,درگذشت کارو لوکس,0
1401,4,17,زادروز پیوتر کاپیتسا فیزیک‌دان روسی مولداوی,0
1401,4,18,عید سعید قربان,0
1401,4,18,درگذشت ژرژ باتای فیلسوف فرانسوی,0
1401,4,18,درگذشت آمادئو آووگادرو دانشمند ایتالیایی,0
1401,4,19,زادروز نیکولا تسلا مخترع و فیزیکدان آمریکایی,0
1401,4,19,درگذشت یوهان گوتفرید گاله ستاره‌شناس آلمانی,0
1401,4,20,زادروز تئودور میمن فیزیک‌دان آمریکایی و سازندهٔ اولین لیزر در جهان,0
1401,4,20,درگذشت جوزپه آرچیمبولدو نقاش ایتالیایی,0
1401,4,21,زادروز ملاله یوسف‌زی,0
1401,4,21,درگذشت مریم میرزاخانی,0
1401,4,22,زادروز عباس زریاب خویی,0
1401,4,22,درگذشت مهدی حمیدی شیرازی,0
1401,4,23,ولادت امام علی النقی الهادی علیه السلام,0
1401,4,23,زادروز گوستاو کلیمت نقاش نمادگرای اتریشی,0
1401,4,23,درگذشت خاسینتو بناونته نمایش‌نامه‌نویس اسپانیایی,0
1401,4,24,درگذشت آنتون چخوف,0
1401,4,25,روز بهزیستی و تامین اجتماعی,0
1401,4,25,زادروز روئال آمونسن,0
1401,4,25,درگذشت هاینریش بل نویسنده آلمانی,0
1401,4,26,عید سعید غدیر خم,0
1401,4,26,درگذشت آنری پوانکاره ریاضیدان,0
1401,4,27,اعلام پذیرش قطعنامه 598 شورای امنیت از سوی ایران,0
1401,4,27,زادروز هندریک لورنتز فیزیکدان هلندی,0
1401,4,27,زادروز نلسون ماندلا از فعّالان برجستهٔ مخالف آپارتاید در آفریقای جنوبی,0
1401,4,28,ولادت امام موسی کاظم علیه السلام,0
1401,4,28,زادروز ادگار دگا نقاش فرانسوی,0
1401,4,28,درگذشت فرانک مک‌کورت نویسندهٔ آمریکایی,0
1401,4,29,زادروز اریک آکسل کارلفلدت شاعر سوئدی,0
1401,4,29,درگذشت گولیلمو مارکونی مهندس برق اهل ایتالیا,0
1401,4,30,زادروز مارشال مک‌لوهان فیلسوف کانادایی,0
1401,4,30,زادروز ارنست همینگوی نویسندهٔ آمریکایی,0
1401,4,31,زادروز گوستاو هرتز فیزیکدان آلمانی,0
1401,4,31,درگذشت کارل سندبرگ شاعر,0
1401,5,1,درگذشت دیوید وارک گریفیث,0
1401,5,1,درگذشت ویلیام رمزی شیمیدان اسکاتلندی,0
1401,5,2,زادروز هنریک پونتوپیدان نویسنده دانمارکی,0
1401,5,2,درگذشت ایزاک بشویس سینگر داستان‌نویس آمریکایی,0
1401,5,3,زادروز الیاس کانتی رمان‌نویس سوئیسی,0
1401,5,4,افتتاح بزرگترین پالایشگاه نفت سنگین جهان در بندرعباس,0
1401,5,4,زادروز جرج برنارد شاو,0
1401,5,4,درگذشت گوتلوب فرگه ریاضیدان,0
1401,5,5,زادروز یوهان برنولی ریاضیدان اهل سوییس,0
1401,5,6,روز ترویج آموزش های فنی و حرفه ای,0
1401,5,7,مرداد روز,0
1401,5,7,درگذشت ونسان ون گوگ نقاش هلندی,0
1401,5,8,روز بزرگداشت شیخ شهاب الدین سهروردی,0
1401,5,9,سالروز اهدای خون در ایران,0
1401,5,10,جشن چله تابستان,0
1401,5,10,آغاز هفته جهانی شیردهی,0
1401,5,10,زادروز ژان باتیست لامارک زیست‌شناس فرانسوی,0
1401,5,11,درگذشت الکساندر گراهام بل دانشمند بریتانیایی,0
1401,5,11,درگذشت ریموند کِلِوی کاروِر جونیور نویسندهٔ داستان‌های کوتاه و شاعر آمریکایی,0
1401,5,12,درگذشت ریچارد ویلشتتر شیمیدان آلمانی,0
1401,5,12,درگذشت آلکساندر سولژنیتسین نویسندهٔ روس,0
1401,5,14,صدور فرمان مشروطیت,0
1401,5,14,برگزاری اولین کنکور در ایران,0
1401,5,14,زادروز نیل آرمسترانگ,0
1401,5,15,زادروز الکساندر فلمینگ دانشمند انگلیسی,0
1401,5,15,درگذشت تئودور آدورنو جامعه‌شناس,0
1401,5,16,تاسوعای حسینی,0
1401,5,16,زادروز الینور اوستروم دانشمند آمریکایی,0
1401,5,17,روز خبرنگار,0
1401,5,17,عاشورای حسینی,0
1401,5,17,درگذشت نویل فرانسیس مات فیزیکدان انگلیسی,0
1401,5,18,زادروز ژان پیاژه روان‌شناس,0
1401,5,18,درگذشت هرمان هسه نویسنده و نقاش آلمانی,0
1401,5,19,شهادت  امام زین العابدین علیه السلام,0
1401,5,19,درگذشت میشل هایدن آهنگساز موسیقی اهل اتریش,0
1401,5,20,زادروز استیو وزنیاک مهندس کامپیوتر,0
1401,5,20,درگذشت مکس تیلر ویروس‌شناس آفریقای جنوبی آمریکایی,0
1401,5,21,درگذشت توماس مان نویسندهٔ آلمانی,0
1401,5,21,زادروز خاسینتو بناونته نمایش‌نامه‌نویس اسپانیایی,0
1401,5,22,روز جهانی چپ دست ها,0
1401,5,22,زادروز فیدل کاسترو,0
1401,5,23,زادروز جان گالزورثی نویسنده و نمایشنامه نویس انگلیسی,0
1401,5,23,درگذشت پل ساباتیه شیمیدان فرانسوی,0
1401,5,24,زادروز ناپلئون بناپارت,0
1401,5,24,زادروز لویی دوبروی فیزیک‌دان فرانسوی,0
1401,5,25,درگذشت ایروینگ لانگمویر شیمی‌دان و فیزیک‌دان آمریکایی,0
1401,5,26,سالروز ورود آزادگانِ سرافراز به وطن,0
1401,5,26,زادروز هرتا مولر نویسنده,0
1401,5,26,زادروز وی. اس. نایپل رمان‌نویس و مقاله‌نویس هندو ترینیدادی‌تبار بریتانیایی,0
1401,5,28,سالروز وقایع 28 مرداد و برکناری دکتر محمد مصدق,0
1401,5,28,سالروز فاجعه آتش زدن سینما رکس آبادان,0
1401,5,28,روز جهانی عکاسی,0
1401,5,28,درگذشت لینوس پاولینگ دانشمند آمریکایی,0
1401,5,29,آغاز به کار نخسین جشنواره فیلم کن در شهر کن فرانسه با رقابت ۱۱ فیلم برای کسب نخل طلایی,0
1401,5,29,درگذشت آدولف فون بایر شیمی‌دان آلمانی,0
1401,5,29,درگذشت پل الریخ,0
1401,5,30,روز پزشک,0
1401,5,30,زادروز ابن سینا پزشک و شاعر و از مشهورترین و تاثیرگذارترینِ فیلسوفان و دانشمندان ایران‌زمین,0
1401,5,31,درگذشت روژه مارتن دوگار نویسندهٔ فرانسوی,0
1401,6,1,روز بزرگداشت ابوعلی سینا و روز پزشک,0
1401,6,1,درگذشت جان کندرو بیوشیمیست انگلیسی,0
1401,6,2,آغاز هفته دولت,0
1401,6,2,زادروز پائولو کوئلیو نویسنده برزیلی,0
1401,6,2,زادروز ژان اگوست دومینیک انگر,0
1401,6,4,زادروز داراب (کوروش),0
1401,6,4,شهریور روز,0
1401,6,4,روز کارمند,0
1401,6,4,زادروز آنتوان لاووازیه,0
1401,6,5,روز بزرگداشت محمدبن زکریای رازی و روز داروساز,0
1401,6,5,درگذشت چزاره پاوزه رمان نویس,0
1401,6,5,درگذشت چزاره پاوزه رمان نویس,0
1401,6,5,درگذشت لوکوربوزیه معمار,0
1401,6,5,درگذشت لوکوربوزیه معمار,0
1401,6,6,زادروز یوهان ولفگانگ گوته شاعر,0
1401,6,6,درگذشت ملوین شوارتز فیزیک‌دان آمریکایی,0
1401,6,8,انفجار در دفتر نخست‌وزیری جمهوری اسلامی ایران,0
1401,6,8,تولد ارنست رادفورد,0
1401,6,8,درگذشت علامه حلی از علمای شیعه قرن هشتم قمری,0
1401,6,9,درگذشت ویلهلم وونت پزشک,0
1401,6,10,امضای معاهده تقسیم ایران بین روسیه و انگلیس,0
1401,6,11,روزصنعت چاپ,0
1401,6,11,وقوع زلزله بویین زهرا و مرگ بیش از 25 هزار نفر,0
1401,6,11,وقوع آتش سوزی بزرگ لندن,0
1401,6,11,درگذشت محمود حسابی فیزیکدان,0
1401,6,13,روز بزرگداشت ابوریحان بیرونی,0
1401,6,13,روز تعاون,0
1401,6,13,زادروز ویلیام باتلر ییتس نویسنده و شاعر ایرلندی و برنده جایزه ادبیات نوبل,0
1401,6,14,زادروز ابوریحان بیرونی دانشمند بزرگ,0
1401,6,14,درگذشت رودولف فیرخو پزشک,0
1401,6,15,زادروز ادوارد ویکتور اپلتون فیزیک‌دان انگلیسی,0
1401,6,15,درگذشت سولی پرودوم شاعر فرانسوی,0
1401,6,16,درگذشت ادوین مک‌میلان فیزیکدان آمریکایی,0
1401,6,17,قیام 17 شهریور,0
1401,6,17,زادروز فردریک میسترال نویسندهٔ فرانسوی,0
1401,6,17,درگذشت جلال آل احمد روشنفکر دینی,0
1401,6,18,درگذشت علینقی وزیری,0
1401,6,18,درگذشت ژاک لاکان پزشک,0
1401,6,19,درگذشت آیت الله سید محمود طالقانی,0
1401,6,19,روز جهانی پیشگیری از خودکشی,0
1401,6,19,درگذشت مری ولستون‌کرافت نویسندهٔ انگلیسی,0
1401,6,20,حمله به برج‌های دوقلوی مرکز تجارت جهانی,0
1401,6,20,درگذشت محمدعلی جناح بنیانگذار کشور پاکستان,0
1401,6,21,روز سینما,0
1401,6,21,روز گرامیداشت برنامه نویسان,0
1401,6,21,درگذشت جانی کش خواننده,0
1401,6,21,درگذشت نورمن بورلاگ دانشمند آمریکایی,0
1401,6,22,کشته شدن شیخ محمد خیابانی از فعالان سیاسی در دوره انقلاب مشروطه ایران,0
1401,6,23,سفر انوشه انصاری به‌عنوان اولین زن گردشگر فضایی به دور مدار زمین,0
1401,6,23,درگذشت هانیبال الخاص,0
1401,6,23,انتخاب تئودور روزولت از حزب جمهوری‌خواه به عنوان بیست و ششمین رئیس جمهور ایالات متحده در پی ترور ویلیام مک کینلی,0
1401,6,23,زادروز ایوان پاولف روان‌شناس روس,0
1401,6,24,اعدام صادق قطب‌زاده,0
1401,6,24,ثبت دامنه اینترنتی جست‌وجوگر گوگل (google.com) پربازدیدترین وب سایت جهان,0
1401,6,24,زادروز مارکو پولو,0
1401,6,24,درگذشت عبدالحسین زرین‌کوب خوانساری,0
1401,6,24,درگذشت اوریانا فالاچی,0
1401,6,24,زادروز موری گل مان فیزیکدان آمریکایی,0
1401,6,25,اربعین حسینی,0
1401,6,25,زمین لرزه طبس به قدرت 7,0
1401,6,25,درگذشت ژان پیاژه روان‌شناس,0
1401,6,25,برگزاری انتخابات دوره نخست مجلس شورای ملی,0
1401,6,25,درگذشت رونالد راس زیست‌شناس انگلیسی,0
1401,6,26,لغو عهدنامه ۱۹۷۵ الجزایر توسط صدام حسین,0
1401,6,26,زادروز برنهارت ریمان ریاضی‌دان آلمانی,0
1401,6,26,درگذشت کارل پوپر فیلسوف ونویسندهٔ انگلیسی,0
1401,6,26,سالروز ترور میکونوس در شهر برلین,0
1401,6,27,روز شعر و ادب پارسی و  روز بزرگداشت استاد شهریار,0
1401,6,27,سالروز تأسیس روزنامه نیویورک تایمز,0
1401,6,27,درگذشت سید محمدحسین شهریار شاعر نامدار ایرانی,0
1401,6,28,درگذشت ایتالو کالوینو نویسنده,0
1401,6,28,زادروز ویلیام گلدینگ شاعر و رمان‌نویس بریتانیایی,0
1401,6,29,محاصره اورشلیم یا بیت‌المُقَّدَس توسط صلاح‌الدین ایوبی بنیان‌گذار دودمان ایوبیان,0
1401,6,29,تأسیس مجمع ملی فرانسه در هنگامه‌ی انقلاب فرانسه که نقش مجلس مؤسسان قانون اساسی و قانون‌گذاری را به عهده داشت.,0
1401,6,30,روز گفتگوی تمدنها,0
1401,6,30,روز جهانی صلح,0
1401,6,30,درگذشت آرتور شوپنهاور فیلسوف آلمانی,0
1401,6,30,استقلال جمهوری ارمنستان از اتحاد جماهیر شوروی,0
1401,6,30,زادروز فریدون مشیری  شاعر ایرانی,0
1401,6,30,زادروز لئونارد کوهن شاعر,0
1401,6,30,درگذشت ویرژیل شاعر روم باستان و خالق منظومه حماسی و ملی انه‌اید,0
1401,6,30,درگذشت پرویز مشکاتیان موسیقی‌دان و نوازنده ایرانی,0
1401,6,30,زادروز هایک کامرلینگ اونس فیزیکدان هلندی,0
1401,6,31,آغاز هفته دفاع مقدس,0
1401,6,31,اعلام موجودیت جمهوری اول فرانسه,0
1401,6,31,صدور اعلامیه آزادی بردگان در ایالات متحده آمریکا,0
1401,6,31,زادروز مایکل فارادی فیزیکدان و شیمیدان انگلیسی,0
1401,6,31,زادروز پرویز یاحقی,0
1401,6,31,زادروز آندریا بوچلی خواننده‌ی ایتالیایی,0
1401,7,1,زادروز قوبلای خان پنجمین خانِ بزرگ امپراتوری مغول,0
1401,7,1,زادروز محمدرضا شجریان خواننده,0
1401,7,1,زادروز حسین منزوی شاعر ایرانی,0
1401,7,1,نپتون هشتمین سیاره سامانه خورشیدی,0
1401,7,1,درگذشت زیگموند فروید عصب‌شناس اتریشی و پایه‌گذار مکتب روان‌کاوی,0
1401,7,1,آغاز حمله مغول به ایران در پاییز 598 خورشیدی,0
1401,7,2,رحلت  رسول اکرم؛شهادت امام حسن مجتبی علیه السلام,0
1401,7,2,هوندا شرکت بزرگ ژاپنی تولیدکنندهٔ موتورسیکلت و بعدها خودرو,0
1401,7,2,نیوکمپ,0
1401,7,2,درگذشت میرزا تورسون‌زاده قهرمان ملی ,0
1401,7,3,زادروز پدرو آلمودوار کارگردان,0
1401,7,3,زادروز ویلیام فاکنر نویسندهٔ آمریکایی,0
1401,7,3,انحلال حزب رستاخیز,0
1401,7,3,درگذشت اریش ماریا رمارک نویسندهٔ آلمانی,0
1401,7,4,شهادت امام رضا علیه السلام,0
1401,7,4,ارائه نظریه نسبیت خاص توسط آلبرت انیشتین,0
1401,7,4,زادروز ایوان پاولف عصب‌شناس,0
1401,7,4,زادروز تی. اس. الیوت شاعر,0
1401,7,4,زادروز مارتین هایدگر فیلسوف آلمانی,0
1401,7,4,نخستین پرواز هواپیمای پهن پیکر بوئینگ ۷۶۷,0
1401,7,4,تأسیس باشگاه فوتبال استقلال (تاج),0
1401,7,5,روز جهانی جهانگردی,0
